"","text","created_at","retweet_count","favorite_count","clean","sent.value","category","response","month","year"
"604","I will be interviewed by @GStephanopoulos on @GMA at 7:00 A.M. There is much to talk about!",2015-11-10,629,1713,"I will be interviewed by @GStephanopoulos on @GMA at 7:00 A.M. There is much to talk about!",0.15,"neutral",2342,2015-11-01,2015-01-01
"605","#MakeAmericaGreatAgain #Trump2016 https://t.co/arJERjlYCO",2015-11-10,1673,3125,"#MakeAmericaGreatAgain #Trump2016 https://t.co/arJERjlYCO",-0.1,"neutral",4798,2015-11-01,2015-01-01
"607","Marco Rubio is totally weak on illegal immigration &amp; in favor of easy amnesty. A lightweight choker - bad for #USA!",2015-11-10,1675,3063,"Marco Rubio is totally weak on illegal immigration &amp; in favor of easy amnesty. A lightweight choker - bad for #USA!",0.15,"neutral",4738,2015-11-01,2015-01-01
"608","Marco Rubio couldn't even respond properly to President Obama's State of the Union Speech without pouring sweat &amp; chugging water. He choked!",2015-11-10,1166,2650,"Marco Rubio couldn't even respond properly to President Obama's State of the Union Speech without pouring sweat &amp; chugging water. He choked!",0.25,"neutral",3816,2015-11-01,2015-01-01
"609","Marco Rubio is a total lightweight who I wouldn’t hire to run one of my smaller companies - a highly overrated politician!",2015-11-10,1881,4246,"Marco Rubio is a total lightweight who I wouldn’t hire to run one of my smaller companies - a highly overrated politician!",0.35,"neutral",6127,2015-11-01,2015-01-01
"613",".@CNN  should listen. Ana Navarro has no talent no TV persona and works for Bush—a total conflict of interest.  https://t.co/mynTMrdTE9",2015-11-09,1034,1774,".@CNN should listen. Ana Navarro has no talent no TV persona and works for Bush—a total conflict of interest. https://t.co/mynTMrdTE9",0.25,"neutral",2808,2015-11-01,2015-01-01
"616",".@EricShawnonFox Highest rated Saturday Night Live in four years. 47% higher than their opening night with Hillary &amp; Miley Cyrus. Nice words",2015-11-08,1081,2729,".@EricShawnonFox Highest rated Saturday Night Live in four years. 47% higher than their opening night with Hillary &amp; Miley Cyrus. Nice words",0.75,"neutral",3810,2015-11-01,2015-01-01
"617","Television ratings for @nbcsnl Saturday Night Live just came out and they were great - the best since 2011. Very few protesters!",2015-11-08,2203,6077,"Television ratings for @nbcsnl Saturday Night Live just came out and they were great - the best since 2011. Very few protesters!",0.4,"neutral",8280,2015-11-01,2015-01-01
"618","At 10:30 I will be interviewed on both @meetthepress by @chucktodd and @CBSNews Face The Nation by John Dickerson. This after long evening!",2015-11-08,823,2212,"At 10:30 I will be interviewed on both @meetthepress by @chucktodd and @CBSNews Face The Nation by John Dickerson. This after long evening!",-0.25,"neutral",3035,2015-11-01,2015-01-01
"619","I will be interviewed by  @GStephanopoulos on @ABC   at 10:00 A.M.",2015-11-08,669,1675,"I will be interviewed by @GStephanopoulos on @ABC at 10:00 A.M.",-0.25,"neutral",2344,2015-11-01,2015-01-01
"620",".@CNN  Will be interviewed by Jake Tapper at 9:00 A.M. Enjoy.",2015-11-08,653,1629,".@CNN Will be interviewed by Jake Tapper at 9:00 A.M. Enjoy.",0.5,"neutral",2282,2015-11-01,2015-01-01
"621",".@nbcsnl - So much fun last night!",2015-11-08,799,2614,".@nbcsnl - So much fun last night!",0.75,"neutral",3413,2015-11-01,2015-01-01
"622","Will be on @foxandfriends at 8:00 A.M.",2015-11-08,452,1313,"Will be on @foxandfriends at 8:00 A.M.",0,"neutral",1765,2015-11-01,2015-01-01
"623","Amazing evening at Saturday Night Live!",2015-11-08,1058,2625,"Amazing evening at Saturday Night Live!",0.5,"neutral",3683,2015-11-01,2015-01-01
"624","I am at the Saturday Night Live Studio - electricity all over the place. We will be doing a ""tweeting"" skit so stay tuned!",2015-11-08,2909,8661,"I am at the Saturday Night Live Studio - electricity all over the place. We will be doing a ""tweeting"" skit so stay tuned!",0,"neutral",11570,2015-11-01,2015-01-01
"628","One of the dumbest political pundits on television is Chris Stirewalt of @FoxNews. Wrong facts - check Fox debate rankings Trump #1. Dope!",2015-11-07,1299,3274,"One of the dumbest political pundits on television is Chris Stirewalt of @FoxNews. Wrong facts - check Fox debate rankings Trump #1. Dope!",-0.7,"neutral",4573,2015-11-01,2015-01-01
"631","Will be on @oreillyfactor tonight. Signing a copy of Crippled America for Bill! https://t.co/AgYUvlCU1u",2015-11-06,1237,2909,"Will be on @oreillyfactor tonight. Signing a copy of Crippled America for Bill! https://t.co/AgYUvlCU1u",-0.5,"neutral",4146,2015-11-01,2015-01-01
"632","So sad that Obama rejected Keystone Pipeline. Thousands of jobs good for the environment no downside!",2015-11-06,2861,5277,"So sad that Obama rejected Keystone Pipeline. Thousands of jobs good for the environment no downside!",-0.65,"neutral",8138,2015-11-01,2015-01-01
"634","Getting ready for @nbcsnl commercial. https://t.co/asHECYFBRv",2015-11-06,1882,4326,"Getting ready for @nbcsnl commercial. https://t.co/asHECYFBRv",0.8,"neutral",6208,2015-11-01,2015-01-01
"637","Carson now admits his friend named ""Bob"" who he tried to stab (Bob was saved by his belt buckle!) no longer exists as Bob. Wrong name!",2015-11-06,1022,2137,"Carson now admits his friend named ""Bob"" who he tried to stab (Bob was saved by his belt buckle!) no longer exists as Bob. Wrong name!",0.45,"neutral",3159,2015-11-01,2015-01-01
"638","With Ben Carson wanting to hit his mother on head with a hammer stab a friend and Pyramids built for grain storage - don't people get it?",2015-11-06,3005,3366,"With Ben Carson wanting to hit his mother on head with a hammer stab a friend and Pyramids built for grain storage - don't people get it?",-0.45,"neutral",6371,2015-11-01,2015-01-01
"640","Florida Ethics Commission Advocate comes down hard on Rubio. So do two people who worked with him. Said he used the wrong credit card! Sure.",2015-11-06,1019,1796,"Florida Ethics Commission Advocate comes down hard on Rubio. So do two people who worked with him. Said he used the wrong credit card! Sure.",0.65,"neutral",2815,2015-11-01,2015-01-01
"642","The Carson story is either a total fabrication or if true even worse-trying to hit mother over the head with a hammer or stabbing friend!",2015-11-06,1911,3177,"The Carson story is either a total fabrication or if true even worse-trying to hit mother over the head with a hammer or stabbing friend!",-0.45,"neutral",5088,2015-11-01,2015-01-01
"643","Rubio lied about my meeting w/ Hispanic activists. I didn’t change my opinion but treated them w/ respect. Shame! https://t.co/O9Kgfi5xcH",2015-11-05,1820,3316,"Rubio lied about my meeting w/ Hispanic activists. I didn’t change my opinion but treated them w/ respect. Shame! https://t.co/O9Kgfi5xcH",-0.75,"neutral",5136,2015-11-01,2015-01-01
"644",".@seanhannity should have corrected Jeb Bush when he said that I ""ran for president twice."" Never ran merely considered running!",2015-11-05,995,2277,".@seanhannity should have corrected Jeb Bush when he said that I ""ran for president twice."" Never ran merely considered running!",0,"neutral",3272,2015-11-01,2015-01-01
"646","Also tune in to the @TodayShow at 7:00am. I will be on to discuss the campaign my new ads and #CrippledAmerica.",2015-11-04,979,2273,"Also tune in to the @TodayShow at 7:00am. I will be on to discuss the campaign my new ads and #CrippledAmerica.",0.8,"neutral",3252,2015-11-01,2015-01-01
"647","I will unveil my first campaign ads on @Morning_Joe at 6:30am tomorrow. Enjoy! #MakeAmericaGreatAgain",2015-11-04,1312,2726,"I will unveil my first campaign ads on @Morning_Joe at 6:30am tomorrow. Enjoy! #MakeAmericaGreatAgain",1,"neutral",4038,2015-11-01,2015-01-01
"648","Wow! @FoxNews poll just came out. #1 with 26%! Almost as importantly I am the strongest on economic issues by far! #Trump2016",2015-11-04,1937,4371,"Wow! @FoxNews poll just came out. #1 with 26%! Almost as importantly I am the strongest on economic issues by far! #Trump2016",0.65,"neutral",6308,2015-11-01,2015-01-01
"651","#MakeAmericaGreatAgain #Trump2016 https://t.co/f9ujgy3NSk",2015-11-04,1622,3519,"#MakeAmericaGreatAgain #Trump2016 https://t.co/f9ujgy3NSk",-0.1,"neutral",5141,2015-11-01,2015-01-01
"652","I will be on @SeanHannity tonight at 10pmE talking about my new book #CrippledAmerica and much more! #MakeAmericaGreatAgain #Trump2016",2015-11-03,1341,2747,"I will be on @SeanHannity tonight at 10pmE talking about my new book #CrippledAmerica and much more! #MakeAmericaGreatAgain #Trump2016",0.7,"neutral",4088,2015-11-01,2015-01-01
"654",".@CharlesGKoch is looking for a new puppet after Governor Walker and Jeb Bush cratered. He now likes Rubio--next fail.",2015-11-03,1314,2188,".@CharlesGKoch is looking for a new puppet after Governor Walker and Jeb Bush cratered. He now likes Rubio--next fail.",0.55,"neutral",3502,2015-11-01,2015-01-01
"655","Join me today Nov 3rd in #TrumpTowerNYC at noon. I'll be signing copies of my new book CRIPPLED AMERICA. Don't miss it!",2015-11-03,740,1796,"Join me today Nov 3rd in #TrumpTowerNYC at noon. I'll be signing copies of my new book CRIPPLED AMERICA. Don't miss it!",0.55,"neutral",2536,2015-11-01,2015-01-01
"656","I will be interviewed on @GMA at 7:00 A.M. and @foxandfriends at 7:50. Talking about my new book out today Crippled America.",2015-11-03,826,1908,"I will be interviewed on @GMA at 7:00 A.M. and @foxandfriends at 7:50. Talking about my new book out today Crippled America.",0.05,"neutral",2734,2015-11-01,2015-01-01
"657","Join me tomorrow Nov. 3rd at 12pm in #TrumpTowerNY. I’ll be signing copies of my new book CRIPPLED AMERICA.  Don’t miss it!",2015-11-02,895,1973,"Join me tomorrow Nov. 3rd at 12pm in #TrumpTowerNY. I’ll be signing copies of my new book CRIPPLED AMERICA. Don’t miss it!",0.55,"neutral",2868,2015-11-01,2015-01-01
"658","My interview with @jheil &amp; @MarkHalperin at @WollmanRink airing at 5PM on @bpolitics. https://t.co/qErQu7CeEH",2015-11-02,803,1624,"My interview with @jheil &amp; @MarkHalperin at @WollmanRink airing at 5PM on @bpolitics. https://t.co/qErQu7CeEH",0,"neutral",2427,2015-11-01,2015-01-01
"659",".@megynkelly used this poll (nobody else did) when I was down—wonder if she’ll use it now that I’m up? https://t.co/wEhqux6Ss8",2015-11-02,1538,2804,".@megynkelly used this poll (nobody else did) when I was down—wonder if she’ll use it now that I’m up? https://t.co/wEhqux6Ss8",0,"neutral",4342,2015-11-01,2015-01-01
"660",".@CharlesMBlow  Why don’t you use new polls instead of the single ancient national poll that was a tiny bit negative. Dishonest reporting!",2015-11-02,984,2335,".@CharlesMBlow Why don’t you use new polls instead of the single ancient national poll that was a tiny bit negative. Dishonest reporting!",-0.7,"neutral",3319,2015-11-01,2015-01-01
"661","Meet me at @TrumpTowerNY and get your copy of my new book CRIPPLED AMERICA signed on 11/3 at 12pm! https://t.co/9M0C0vc2fv",2015-11-02,1387,3016,"Meet me at @TrumpTowerNY and get your copy of my new book CRIPPLED AMERICA signed on 11/3 at 12pm! https://t.co/9M0C0vc2fv",0.3,"neutral",4403,2015-11-01,2015-01-01
"663",".@Morning_Joe: Marco only won the debate in the minds of desperate people. I won every on-line poll even crazy @CNBC. Marco good looking?",2015-11-02,824,1755,".@Morning_Joe: Marco only won the debate in the minds of desperate people. I won every on-line poll even crazy @CNBC. Marco good looking?",-0.25,"neutral",2579,2015-11-01,2015-01-01
"664","Sirius National News at 7:30 A.M. Steve Bannon. @BreitbartNews",2015-11-02,550,1145,"Sirius National News at 7:30 A.M. Steve Bannon. @BreitbartNews",0,"neutral",1695,2015-11-01,2015-01-01
"665","Now that Iran ripped us off by making one of the best deals of any kind in history they have just moved to block any imports from the U.S.",2015-11-02,2244,3319,"Now that Iran ripped us off by making one of the best deals of any kind in history they have just moved to block any imports from the U.S.",0.35,"neutral",5563,2015-11-01,2015-01-01
"667","While in politics it is often smart to send out false messages one thing is clear:  That Hillary does not want to run against TRUMP.",2015-11-02,2276,5378,"While in politics it is often smart to send out false messages one thing is clear: That Hillary does not want to run against TRUMP.",0.3,"neutral",7654,2015-11-01,2015-01-01
"668","Join me Tuesday Nov. 3rd at 12 PM in #TrumpTower in NYC. I'll be signing copies of my book CRIPPLED AMERICA. Don't miss it!",2015-11-01,1212,2503,"Join me Tuesday Nov. 3rd at 12 PM in #TrumpTower in NYC. I'll be signing copies of my book CRIPPLED AMERICA. Don't miss it!",-0.25,"neutral",3715,2015-11-01,2015-01-01
"669","If Jeb Bush were more competent he could not have lost the skirmish with Marco in the debate. BAD facts for Marco if properly delivered!",2015-11-01,1219,2907,"If Jeb Bush were more competent he could not have lost the skirmish with Marco in the debate. BAD facts for Marco if properly delivered!",-0.4,"neutral",4126,2015-11-01,2015-01-01
"670","Marco Rubio will not win. Weak on illegal immigration strong on amnesty and has the appearance to killers of the world as a ""lightweight"".",2015-11-01,2003,3788,"Marco Rubio will not win. Weak on illegal immigration strong on amnesty and has the appearance to killers of the world as a ""lightweight"".",-0.5,"neutral",5791,2015-11-01,2015-01-01
"671","I told you in speeches months ago that Jeb and Marco do not like each other. Marco is too ambitious and very disloyal to Jeb as his mentor!",2015-11-01,1304,2805,"I told you in speeches months ago that Jeb and Marco do not like each other. Marco is too ambitious and very disloyal to Jeb as his mentor!",0.8,"neutral",4109,2015-11-01,2015-01-01
"672","Jeb's new slogan - ""Jeb can fix it"". I never thought of Jeb as a crook! Stupid message the word ""fix"" is not a good one to use in politics!",2015-11-01,2160,3746,"Jeb's new slogan - ""Jeb can fix it"". I never thought of Jeb as a crook! Stupid message the word ""fix"" is not a good one to use in politics!",0.05,"neutral",5906,2015-11-01,2015-01-01
"673","Anybody that believes in strong borders and stopping illegal immigration cannot vote for Marco Rubio  READ THIS: https://t.co/Tj85IsBPG8""",2015-11-01,2339,3095,"Anybody that believes in strong borders and stopping illegal immigration cannot vote for Marco Rubio READ THIS: https://t.co/Tj85IsBPG8""",-0.9,"neutral",5434,2015-11-01,2015-01-01
"674","Further proof that Gang of Eight member Marco Rubio is weak on illegal immigration is Paul Singer's Mr. Amnesty endorsement.Rubs can't win",2015-11-01,1635,2874,"Further proof that Gang of Eight member Marco Rubio is weak on illegal immigration is Paul Singer's Mr. Amnesty endorsement.Rubs can't win",-0.3,"neutral",4509,2015-11-01,2015-01-01
